1.000000000000000000e+00,3.441942557345102904e-01,1.851004080939515350e-05,6.969402812143209447e-01,-9.049679849032343792e-01,1.570614259456289741e+00,3.096819297271562021e+00,1.186372563686660664e+00,1.419341673289454819e+00,3.121521691292934997e-01,1.419397782845410294e+00,-2.599219579726316787e-01,1.418315883830395530e+00,1.777034338175295365e-04,2.929935708735583511e+00
9.973684210526315708e-01,3.145511440052025098e-01,1.851004080939515350e-05,7.079815647339934293e-01,-8.239410303021135196e-01,1.482776320294276529e+00,3.084205964647843690e+00,1.101771082986292338e+00,-5.735315664963910876e-02,6.650727721348957955e-01,-5.735327234695603016e-02,1.977959534895645799e-01,-5.735783995361262710e-02,8.661726798168251085e-02,3.084188736770466122e+00
9.947368421052631415e-01,2.924087915447445285e-01,1.851004080939515350e-05,7.178139475212836906e-01,-7.763127829612780362e-01,1.423504930551746206e+00,2.845153384682003406e+00,1.152368582066007230e+00,-3.030314120701139702e-01,6.478906147811351879e-01,-3.020655658811288169e-01,-1.622937131737658412e-01,2.835443963801691947e+00,1.459148313980151435e-01,2.845197954884440161e+00
9.921052631578947123e-01,2.727411729277882113e-01,1.851004080939515350e-05,7.196706008009797761e-01,-7.500092629194849980e-01,1.335272356983135733e+00,3.000109241861712572e+00,1.222247082470139912e+00,-3.331976504446569898e-01,5.863804077218661703e-01,-2.856794178998339762e-01,-8.981176510751606723e-02,2.538718044711832711e+00,2.342769762863904925e-01,3.000123843420749115e+00
9.894736842105262831e-01,2.546108413225371403e-01,1.851004080939515350e-05,7.185140224264415787e-01,-7.289695559890555510e-01,9.541236238650719903e-01,2.660876859893390289e+00,1.611654260753553336e+00,5.025173580058430733e-01,2.264208797916386351e-01,-6.472616528101891031e-01,2.915720778028523252e-01,2.741973713351963049e+00,6.156913685338092357e-01,2.660870793650846444e+00
9.868421052631578538e-01,2.375988986036135509e-01,1.851004080939515350e-05,7.315761705920712510e-01,-6.849576704221528312e-01,1.579210635893220527e+00,1.768928779502346949e+00,9.532018091806918614e-01,-6.450861248300909789e-02,8.744924416582432469e-01,-5.621743119084871704e-02,-3.425045086962507646e-01,3.063066676826630808e+00,-8.494833455606760897e-03,1.796197679442550044e+00
9.842105263157894246e-01,2.217818160580162234e-01,1.851004080939515350e-05,7.264752671104035553e-01,-6.758632023957324986e-01,1.575385309553970270e+00,1.771191859146550307e+00,9.490613372688762039e-01,-6.559999422770153299e-02,8.828876495925968015e-01,-6.103953999423292892e-02,-3.434743164484235223e-01,3.068323826454248060e+00,-4.639344570527832549e-03,1.794632032347228678e+00
9.815789473684209954e-01,2.067664099633274577e-01,1.851004080939515350e-05,7.322901385979621036e-01,-6.497419024975077395e-01,1.571390595019982683e+00,1.766519414869631266e+00,9.380679955313629970e-01,-6.581220885205310567e-02,9.026643654965947894e-01,-6.522314687878280615e-02,-3.483410285389104688e-01,3.074808661417146372e+00,-6.077409264351113028e-04,1.797179527658419262e+00
9.789473684210525661e-01,1.924578791098923158e-01,1.851004080939515350e-05,7.273214845394007089e-01,-6.397365031266881719e-01,1.568900225887108091e+00,1.766535970874950845e+00,9.339791288585864715e-01,-6.635051068988510881e-02,9.110949459219630508e-01,-6.825711116181236437e-02,-3.494754349957875927e-01,3.078366531792570804e+00,1.934204636418434143e-03,1.797179690875998714e+00
9.763157894736842479e-01,1.788069875543669141e-01,1.268510040809395180e-03,7.269043423613769095e-01,-6.231674713197116189e-01,1.566792859564116291e+00,1.767112706101504171e+00,9.276764956414929042e-01,-6.694277877897236717e-02,9.242267191081249278e-01,-7.101169043886314258e-02,-3.514992583893228884e-01,3.081249850510912935e+00,4.104985372798766914e-03,1.797060628570339436e+00
9.736842105263158187e-01,1.659409789688559567e-01,1.268510040809395180e-03,7.253912640742078421e-01,-6.093932902481334901e-01,1.565703336179584015e+00,1.767509528055430490e+00,9.217577628084392405e-01,-6.725314709409405123e-02,9.354639706958119971e-01,-7.241619562888700068e-02,-3.536316121797437595e-01,3.082622614379463943e+00,5.172128710855897378e-03,1.797005000346973302e+00
9.710526315789473895e-01,1.538458326735479553e-01,3.768510040809395015e-03,7.231088594395367330e-01,-5.919385559717309508e-01,1.532497527536967441e+00,2.560019793844467539e+00,9.511449770300982598e-01,-5.836110613906659861e-01,9.137593944334018170e-01,-5.835299739935736474e-01,-3.188829470195672089e-01,2.557837662866955686e+00,3.903269497669317051e-02,2.560529899507662410e+00
9.684210526315789602e-01,1.423958624206397017e-01,3.768510040809395015e-03,7.221173143863894861e-01,-5.772366591348015996e-01,1.526990673327659476e+00,3.054599802642567141e+00,9.496789962696068343e-01,-5.218571954646147870e-02,9.207271399144812962e-01,-5.377601258066740109e-02,3.138605435305464320e-01,-4.929750861107588117e-02,4.453421464267087043e-02,3.053498581686680868e+00
9.657894736842105310e-01,1.315671442501983035e-01,3.768510040809395015e-03,7.236062754436185518e-01,-5.022342789014681008e-01,1.540418669252334505e+00,2.920742534587843497e+00,8.994756543387661951e-01,-2.206249625374119006e-01,3.455438486181578450e-01,-2.206125072471871451e-01,-4.150461182340390853e-01,-2.206416671545110286e-01,3.075535167562641614e-02,2.920828498791684158e+00
