η,key_rate,Tg,Tg_,α1,ϕ_α1,α2,ϕ_α2,β1,ϕ_β1,β2,ϕ_β2,β3,ϕ_β3,q
0.976,0.12374217767109363,0.6233348878237855,0.7328393592121748,0.0004903945031701429,1.024756165022015,0.6582793522684078,0.1828730753160627,1.901138174294104,0.18367168987698604,1.2409075727259375,0.18165371394978866,-0.0004916290075703927,4.150907160726155,0.002695753909654977
0.975,0.119983824043014,0.6155296476982911,0.7328458507759642,-1.4788808686160296e-5,1.2193180517781164,0.6617597047798304,0.19519566167182398,1.902471188571149,0.1952479587445659,1.238594896519139,0.1950785483959679,-3.891048966042078e-6,4.08600031200515,0.002934550118759132
0.974,0.11631305914060297,0.6079622147165774,0.7329193616606349,-6.523132607984101e-5,1.2931632512886382,0.6654030882370299,0.19438927422409077,1.9040568077127973,0.1942878875555102,1.2367192773482845,0.1945545802336832,3.358343910292148e-5,5.565677468594481,0.00318479479074372
0.973,0.11272800947462647,0.6004185650436193,0.7327678143344291,2.947871287866169e-5,1.587812694679341,0.6689468198600629,0.19350845525662286,1.9055420458953276,0.19368761670047038,1.2349578511986328,0.19346932570731726,-3.685619556736217e-5,5.341439423950921,0.0034491140359696804
0.972,0.1092270709155605,0.593003648891562,0.7326918706915434,0.0005761373200208792,2.0756115116924,0.67222546273551,0.20791441765403343,1.9068023887794945,0.20889007760900902,1.2330237010167404,0.20627722130010967,-0.0005693112756603577,5.1387082095774685,0.0037136990305037245
0.971,0.10581483655339463,0.5855861664391718,0.7324711359979053,0.006820054316885337,3.4093124723373105,0.6692315266902806,0.2117684353275905,1.9015438443926733,0.21096120201611526,1.2247504122732127,0.21280433168375795,-0.006914453918948569,6.5511452111341795,0.004000864462065974
0.97,0.102477957843078,0.5783894060720385,0.7322765144552421,0.006923047016950498,3.406552336413421,0.6724346738037988,0.22751226523392404,1.9026554754472205,0.22682564503057848,1.2231295741812678,0.22821114957609218,-0.006965352362684771,6.550077831437119,0.0042954510265004004
0.969,0.09922002508792405,0.5711711748136344,0.7319421180180784,0.007241732076400129,3.4422427629481405,0.6753023610834055,0.24182894368489266,1.9034878073684203,0.24091030145359105,1.221264971631026,0.24314431532480413,-0.0073038728891048205,6.584465706876679,0.004600843907439138
0.968,0.09603990473335944,0.5640315915745997,0.7315374974227064,0.008493302912189495,3.3812724898001614,0.677059492218317,0.24760440951152105,1.903200886136582,0.24770346921678113,1.2184371586316107,0.2473712750728525,-0.008565833277996426,6.52383356455841,0.00491973414875242
0.967,0.09293529697308012,0.5569970543183425,0.7310861836003923,0.009353458013157758,3.4559519931192866,0.6792925237306682,0.25356525684614695,1.903284965008251,0.252364773056066,1.2162479824684966,0.2553076939015609,-0.009441914690684236,6.598768504737497,0.005251051932521976
0.966,0.08990513528671251,0.5500944584574897,0.7305809065540829,0.010167759230874785,3.4317083506399992,0.6813183873952361,0.2655805294397279,1.9033458074574108,0.2650924780160019,1.2140059942444836,0.2662672142292501,-0.010271518247639097,6.575189889625555,0.005594306868554081
0.965,0.08694770513745842,0.543225650108818,0.7301811909912808,0.010136796239663903,3.427286914248949,0.6842649533483998,0.2724600817909382,1.9040827073954405,0.2722026394508591,1.2128302025077717,0.27281812310690084,-0.01021261482803085,6.568530824146175,0.005950172461566468
0.964,0.08406196138008548,0.5363840754541899,0.7293186876827331,0.0106285270646406,3.4117367244723074,0.6864537753131779,0.2725732646310862,1.9042791755722341,0.27271629568106315,1.2111381551820957,0.2725195306950015,-0.010703429180020334,6.554675999976296,0.006321332750943988
0.963,0.0812464659620602,0.5297211223519859,0.7287525377977807,0.011153778281403114,3.3864708813635374,0.6885766638619735,0.2742270047839639,1.904297256595242,0.27493841258841994,1.20943316610349,0.2732027913710383,-0.011253137623033236,6.5268341527694895,0.006713897725499475
0.962,0.0784999747943923,0.5230536424463563,0.7278929438213467,0.011565964055883131,3.4228201185658778,0.6907315952977878,0.28748386594042846,1.9043777491381482,0.2876783323594288,1.2079609248510912,0.2871206432034848,-0.011613573683285383,6.565307047534712,0.007119165823471522
0.961,0.07582116488529556,0.5163794222498476,0.7270520756820249,0.011701846596347263,3.449273170771703,0.6930742938255963,0.2960655856594941,1.9046722523889934,0.29578401307084023,1.2067369458589627,0.29649418626115465,-0.011759580884634946,6.589814446898527,0.0075172531093241155
0.96,0.0732090352683874,0.5098665059719566,0.7261424182994619,0.012285290125824945,3.437706455532188,0.6948218639589273,0.3024817095610599,1.9043475438453101,0.30268971397827454,1.2051684984735371,0.30229369914038623,-0.012328669188997086,6.578977713518782,0.007950610657878342
0.959,0.07066223563649476,0.5034939390556078,0.7252947565801054,0.012546566149134563,3.4484127048408473,0.6967644924981727,0.30672817575624434,1.9042155296305463,0.30678946215207525,1.2040348757150667,0.30663958212807585,-0.012560962581869511,6.590203139476292,0.008393372598627833
0.958,0.06817972383063076,0.4969764193317853,0.7243052779873956,0.01286616711046723,3.4615962777889973,0.6987450314472974,0.32189915890151455,1.9041225662714865,0.3220344798093987,1.2028616192858013,0.3218217147864643,-0.012900001096358915,6.604797489519459,0.008834648417974815
0.957,0.06576037404474677,0.4906510171824075,0.7231767094910293,0.012990153471078179,3.476657798524223,0.7005427685313159,0.3349203788186691,1.9039206504088104,0.33490625972592014,1.2018072435994098,0.33481309987726715,-0.012977176393468041,6.618685280569123,0.009319249201622474
0.956,0.06340313594713631,0.48420446971953085,0.7219630332822835,0.013436312121187443,3.5123389859693686,0.7023783560525811,0.3457009019487922,1.9036124355768207,0.34512070967219316,1.2006026179336602,0.3466538768220974,-0.013368964028109113,6.655514510748164,0.00979403496415666
0.955,0.06110701268454677,0.47786136256505796,0.7205366151406827,0.013662916818433624,3.523933120339131,0.7040661235938904,0.3576868651713034,1.9031739192705868,0.35702669142523047,1.1997280801369683,0.35871274133674824,-0.013596741342183994,6.66833401902284,0.010292929456389063
0.954,0.05887094209063859,0.47159014698621504,0.719245416145809,0.013672060383672593,3.508017696383925,0.7057835533788052,0.369889239186196,1.9029178028714693,0.3700122252499079,1.1989952494479368,0.3697714561939384,-0.013574027708679468,6.6494779013168355,0.010801741188823079
0.953,0.0566939845443587,0.4653829276675425,0.7176562670925556,0.01438954118773849,3.5273233542858096,0.706828551821441,0.3774421126806889,1.9018702222915485,0.37721863939079875,1.1976605481298246,0.37783728972158476,-0.014306288374167916,6.670725358376929,0.011353636518212976
0.952,0.0545750845874744,0.4590710678184136,0.7160887012171513,0.014340019074472438,3.532788511053064,0.7086951792337993,0.38805326894241154,1.9015537457824838,0.3879052941436945,1.1971886520387642,0.38813304139039984,-0.014216390574612044,6.674482522181023,0.011879367692565408
0.951,0.05251331624694422,0.45292889187552265,0.7145595890002564,0.014490803408611237,3.547670777303311,0.7102036270361171,0.40211520505301374,1.9009460187011127,0.4020545818323524,1.196588115300924,0.40222097607444285,-0.014303594312596124,6.692126605052592,0.012446048404656426
0.95,0.05050778925447874,0.4466436090176767,0.7126832392927444,0.014898052587145534,3.5522022583166826,0.7113394223294532,0.4083437165606026,1.8999251015273584,0.4082228517023455,1.1957505873621177,0.4084943342077435,-0.014680543504026372,6.693420989125437,0.013017514029085917
0.949,0.048557537979508014,0.44057991937666857,0.7108935062193507,0.014935551604425997,3.5650007016305794,0.7127795071480588,0.41900506324225867,1.8992679390000993,0.41878281867951,1.1953511231008431,0.41921301672146577,-0.014674400960857804,6.708782560511839,0.013612875642910428
0.948,0.04666166534757876,0.4344171080818443,0.7089423524687,0.014966883888753455,3.5622133015265742,0.7142830134359728,0.4296577289573336,1.8986170430226537,0.42985505393479034,1.195071374139373,0.4293280611967376,-0.014690630273414365,6.701419458952816,0.014200436490306962
0.947,0.04481933893318768,0.4282472865035651,0.7068687941135919,0.015167401470995762,3.5767739888599497,0.7154450997412664,0.44316278660865205,1.897609189762688,0.44343878269032916,1.1946243881010186,0.44284707866301914,-0.014846897718801901,6.71973875729919,0.014835375521032264
0.946,0.04302962459180537,0.422096693284247,0.7046735342284298,0.01520843920924274,3.595030222129818,0.7168276983412245,0.4565995915725359,1.8966696039949151,0.4566108812158223,1.1943477414299515,0.4564912422118199,-0.014836939473677292,6.737365455552547,0.015453283038283059
0.945,0.04129174384921597,0.41615347113950224,0.7026392081377341,0.015630250395903076,3.615419597492046,0.7173587130874667,0.4665400082835425,1.895146891016992,0.4662323803036305,1.1936690090265163,0.4668981684933373,-0.015199701119100927,6.756192751637001,0.016134743927161053
0.944,0.039604739354446084,0.41009908059106515,0.7002824005150091,0.015603858189240427,3.633145872818662,0.7185336626505221,0.48234915915757015,1.8941391663323583,0.48194482286620843,1.1936186221875837,0.482760514218976,-0.015088139174285135,6.775401818734405,0.016800044403290873
0.943,0.037967845980559356,0.4039783249765175,0.6977222886556133,0.015755660658009006,3.636016298945076,0.7194413906819427,0.4907472627563189,1.892844377569427,0.4905296089654505,1.1933322106520545,0.49091994678685025,-0.015204149166985098,6.775779119238831,0.017479507391890897
0.942,0.03638018975052393,0.3980815231392647,0.6951518660793932,0.01585942903293654,3.650348594400791,0.7202292196159208,0.504561958466651,1.891597925216897,0.504353850033802,1.1932410754547975,0.5045908741774288,-0.015247930390152688,6.791799875976562,0.01819292318700743
0.941,0.03484095986546554,0.3920445662438267,0.6926594112466148,0.01601838014197927,3.6454075883572488,0.7211073035486509,0.510591588054668,1.890131000501823,0.510950605568678,1.193245732585815,0.5102829018377886,-0.015348345536556285,6.7854216865506505,0.018892126747824454
0.94,0.03334932830153203,0.3860119300662544,0.6897319022273599,0.016041193326370325,3.6569144983621147,0.7217725867870571,0.5266650438654977,1.888702474552641,0.5269302143275115,1.1932233187859989,0.5263382608005477,-0.01531318658711947,6.797325150407755,0.01963893198895473
0.939,0.03190450884661644,0.379998035410211,0.6868595392475455,0.01613830479093225,3.677153628046568,0.7224406096787191,0.5425547162891942,1.887131341417353,0.5429304661805646,1.1932255281568027,0.5421601311710891,-0.015320602768789616,6.815964527397313,0.020384319086306873
0.938,0.030505681428443343,0.3740366902313765,0.6839267359805045,0.0162743189423875,3.698216839824482,0.7228814941942806,0.5580134028700797,1.8853823423144724,0.5580090247091629,1.1933265034299254,0.5581443058884399,-0.015383385217176408,6.840012703709082,0.02117198896012353
0.9369999999999999,0.02915202341985501,0.36806267781767543,0.6808212309885501,0.016452883518854336,3.7089749670161716,0.7231843966014141,0.5706793817163364,1.8835410326004163,0.5708662427416457,1.1933096384690607,0.5703849717753972,-0.015517356612989279,6.851468540393544,0.021918202107920566
0.9359999999999999,0.027842716836585013,0.3621607288179144,0.6775490405002438,0.01644441936783004,3.725256879361493,0.723880992116692,0.5854476691441924,1.8819661675213593,0.5855899192654219,1.193684420721628,0.5853071723087234,-0.015420329678719586,6.868988112867553,0.022725251839182937
0.9349999999999999,0.02657696315402791,0.35619086183606297,0.6742508480700385,0.01645641757945876,3.7327654223991273,0.7242351412266451,0.6003352570023978,1.8801096925823555,0.6006574057448235,1.1940437158557475,0.5999133781764053,-0.015332128155243475,6.871881454235444,0.0235488791800358
0.9339999999999999,0.025354054935527226,0.35031690892755485,0.6707512709401975,0.01678186647487242,3.760044812555292,0.7241177475116526,0.6178689887142094,1.877876375643612,0.6177974403644253,1.1939767900087817,0.6178419686280592,-0.015602799463977206,6.901369490204053,0.024400856886348254
0.9329999999999999,0.024173045248712333,0.34434271792650667,0.6671234004362235,0.016880502404883823,3.763293758079426,0.7242861130268768,0.6310565294284582,1.8757809903260358,0.6314329280967622,1.1943118977711062,0.6305525053493813,-0.015602860779752498,6.904588034276151,0.025225919172822575
0.9319999999999999,0.023033210665800996,0.33845424991898343,0.6634749803094039,0.016775602660111077,3.794308839559619,0.72460971721653,0.6527208862850591,1.8738919836704855,0.652771116697894,1.1949632610725913,0.6527582412158519,-0.015363377822886666,6.93625789692368,0.026075737135543283
0.9309999999999999,0.021933750440540245,0.33266377770699745,0.6597566862565083,0.016962008287586733,3.812176766163819,0.7243281122929685,0.6687111690640762,1.8715055411887802,0.6684204120442846,1.1952396739314204,0.6687386832219725,-0.015525600558493509,6.955936020374573,0.02697729925736972
0.9299999999999999,0.020873823732057817,0.3267110524411978,0.6556235623205964,0.01700758230909327,3.8182061578189095,0.7244943690069415,0.6818204481222121,1.8693980631772273,0.6818919860662475,1.1958135411573316,0.6817576120738696,-0.015470534630832339,6.95981734682152,0.02785245615411398
0.9289999999999999,0.01985266307800082,0.3208932514141905,0.6517735318247814,0.01712693284664266,3.8398620576363296,0.7240608933989946,0.6989284416734585,1.8668922668990344,0.6988750814174912,1.1962529456324418,0.6988536910913083,-0.015466879955317689,6.979857463439311,0.02877386333681547
0.9279999999999999,0.018869419502404394,0.3151313260612181,0.6476272400535447,0.01721156717355037,3.841852341019578,0.7237706308426224,0.7022363261775001,1.8644401811076179,0.7024556606650757,1.1967615752177188,0.7019998681911973,-0.015476768584724177,6.983805027768097,0.029717731990970338
0.9269999999999999,0.017923301487833054,0.3092441175192268,0.6433758939670468,0.01722765551972184,3.858019191243511,0.7235670244328792,0.7129195761493569,1.8620381685278948,0.7128978924412044,1.1974902936334506,0.7130290982407951,-0.01536681516768377,6.998511556779664,0.03063619565842835
0.9259999999999999,0.017013482069126784,0.3034322510516744,0.6389494313767542,0.017195043403781612,3.8679927555080162,0.723175956456593,0.7279139071889406,1.8595356803930616,0.7281824824602318,1.1982721352369046,0.727862567120881,-0.015251721004259531,7.008733150011281,0.03157751440703422
0.9249999999999999,0.016139152556875258,0.29776569078145165,0.6347007704281845,0.017354852957368848,3.8922845987792636,0.7226545334909377,0.7488042986811251,1.8568833439663943,0.748685758472749,1.1989421930511417,0.7490029849699925,-0.015272601264325556,7.033662059591332,0.032558077514476993
0.9239999999999999,0.01529947819092059,0.29199909295253096,0.6298361722971249,0.017318291591132823,3.899208818670966,0.7221744678356813,0.7580398302972808,1.8543239149669664,0.7581567207576934,1.1997705285439717,0.757910911355089,-0.01514601787817344,7.040744890726154,0.03358285482062679
0.9229999999999999,0.014493638332436776,0.28626294273777686,0.6254140103918688,0.017288510216796987,3.910266640021253,0.7215473446771936,0.7686276738363896,1.8515244988954125,0.7684211517854561,1.20077079332778,0.7684675232925195,-0.015007726986600836,7.048600037087844,0.034541637340425375
0.9219999999999999,0.013720817924121387,0.28053857654518577,0.6203945756732125,0.01741290437727608,3.927314890901044,0.7205966525504558,0.7829742362891073,1.8485677907880462,0.7826675759991807,1.2014036191539537,0.7830208301439413,-0.014997967666639647,7.068647949564012,0.03552405156805054
0.9209999999999999,0.01298015667244845,0.27481409635640036,0.6157053959396558,0.017379304694731423,3.9328641288006345,0.719704673937568,0.7931089109629813,1.8455826641265731,0.7930942371284259,1.2023626841321555,0.7929637041966233,-0.014857916169997643,7.07445185993072,0.03653780917859135
0.9199999999999999,0.0122708412793745,0.2693020857127538,0.6107261892939404,0.01743370294209813,3.932925637344824,0.7188986313852043,0.7912542730741554,1.8427715681786456,0.7912423666368916,1.2033562932864363,0.7911344408749237,-0.014799058787315978,7.074079408560627,0.037608951750032926
0.9189999999999999,0.011592005389748694,0.2637350712446696,0.6056589883510002,0.017396863589181466,3.9658259022367273,0.7179698635018384,0.8213127577667547,1.8398984615887362,0.8211646670000179,1.2044569362816555,0.82177687808203,-0.014644824286089592,7.110008063064917,0.03871018469888616
0.9179999999999999,0.010942856003020363,0.2580816146858559,0.6005836665886267,0.017391802989199644,3.986863346090909,0.7169559758876631,0.844499304348348,1.8367116541924307,0.8442448957822049,1.205598036708447,0.8445379606368834,-0.01450071124325146,7.128542882814625,0.03973724674188698
0.9169999999999999,0.010322520742527708,0.2525853691093845,0.5951920345626315,0.017624399621748294,4.008769598233096,0.7150175572036315,0.8685810015074822,1.8332570422885957,0.8684135638520699,1.2061237735279886,0.8686782430642889,-0.01465924549501899,7.152577743354725,0.040805648283618455
0.9159999999999999,0.009730190433201336,0.24709813237724243,0.5899540119792189,0.01748010506164151,4.024356673777581,0.7142268260447461,0.8847629474959225,1.8303318132652824,0.8847258428972146,1.207526938970534,0.8846564937078594,-0.014387878883119595,7.164303683306578,0.04186122009734427
0.9149999999999999,0.009165000099681131,0.24172296736788265,0.5847130778867935,0.017518723632371374,4.036568463313578,0.7126613463068272,0.8948400588889985,1.8269833646260574,0.8947158129765728,1.2086260034265142,0.8949906340592844,-0.014247399174516727,7.177821498068779,0.04300671844734259
0.9139999999999999,0.008626121086452665,0.23632287153418277,0.5792408346146944,0.017438984891396517,4.044496259874561,0.7114971138581733,0.9016512959483766,1.8238741395129636,0.9015168956208117,1.2100605596235046,0.9017950657376499,-0.014022542899150786,7.185360810342822,0.044103728876352104
0.9129999999999999,0.008112723548400869,0.23101306156560575,0.573821861934895,0.017408586961492584,4.058553435297924,0.7099448944207847,0.9160518974799556,1.8205905140416676,0.916025440010685,1.2112725170664265,0.9157258538230342,-0.013910531757392194,7.202543781651595,0.04525687730077587
0.9119999999999999,0.007623990112219925,0.22568264848778435,0.5682395183050505,0.01740208727175969,4.085556411959092,0.7084043910605387,0.9424995256544453,1.8172096866449265,0.9425344459217411,1.212688648340554,0.9425943033471527,-0.0137360021512434,7.227355927356323,0.046391677810353756
0.9109999999999999,0.007159084514460234,0.22038553131082628,0.5624741237655332,0.017294998392384138,4.119787492521117,0.7067133371580685,0.9781173885839717,1.8138005334136593,0.9782129533945103,1.2141361228381755,0.9780474920016768,-0.013534085233141716,7.260921136282625,0.04754471346878847
0.9099999999999999,0.006717213537490552,0.2152493843357954,0.5570650400400095,0.017326130587294052,4.133608502918209,0.7046108716983952,0.9918181766604771,1.8101449958275049,0.9920219967441878,1.2152362015193512,0.9917161253142365,-0.013424434461547494,7.2746627295963835,0.0486910657481108
0.9089999999999999,0.006297540072885188,0.21015734811845524,0.5512577089883157,0.017372341795951114,4.172977903462565,0.7026728752780729,1.0327747063582258,1.8067153382034242,1.0328804642528806,1.2165593644894184,1.0327260175431838,-0.013296299166709429,7.313737954240621,0.049919374401888525
0.9079999999999999,0.005899269239479699,0.2049558795414254,0.5454319891209432,0.017238128090929866,4.212806888334784,0.7009958226095578,1.0691847387555022,1.8032868083550657,1.0694064284642104,1.2182804543644288,1.0695642442215958,-0.013113029872048492,7.355088084329139,0.051030351039118405
0.9069999999999999,0.005521636732187973,0.20010878441216895,0.5397173057549426,0.01724580091189735,4.240119079036312,0.6986062274606422,1.0968892029903419,1.7996586116289406,1.096717831424599,1.2194385839497346,1.0968681209409321,-0.01291979567086399,7.387459476423365,0.05228557773235709
0.9059999999999999,0.005163840937130293,0.19515600966305224,0.5340685347412271,0.017142850662191112,4.266247078300128,0.69627885249272,1.1255097922214774,1.7958902670745895,1.1256535291206198,1.2208481472369688,1.1252841842259331,-0.01272958178398785,7.410092931257284,0.0535432184446495
0.9049999999999999,0.004825117540043777,0.19013936645603216,0.5280002026427685,0.017109588041220952,4.282876449939644,0.6942026167659655,1.138483278783888,1.7923164576628219,1.1384194400056462,1.2225482818984421,1.1385954029668048,-0.012567628625859547,7.423794634278669,0.05467614965114612
0.9039999999999999,0.004504701621040663,0.18550522486568458,0.5225069688773617,0.01698881137961767,4.306513942160957,0.6921215854189791,1.1655117848127787,1.7888731561574838,1.1658646163425108,1.2241982390139754,1.1652659983480733,-0.012343861014340549,7.448895245147747,0.05602113055207283
0.9029999999999999,0.004201881308836031,0.180647129865548,0.5164281126830693,0.01696138753261883,4.3155886820208496,0.6892281625716944,1.174067497049872,1.7849325669122058,1.1741418317027736,1.2255589647394838,1.1738959113748675,-0.012190155835293117,7.459153232763653,0.05724026382071286
0.9019999999999999,0.003915898279662988,0.1759445696319307,0.5106496451288542,0.016901472103828526,4.338298506986884,0.6869014487379035,1.1977543514923281,1.7811855986640337,1.197760039618187,1.2273120503325416,1.1974879179214117,-0.011944399329204573,7.481422653277111,0.05853453886834882
0.9009999999999999,0.003646047377165562,0.17136003954725668,0.5048735083942325,0.016707504819169886,4.370498380079366,0.6846785535457353,1.2287388913410762,1.7776967093254872,1.2285451052293266,1.2292091174916577,1.2289377160665838,-0.01167615749574076,7.512044294874445,0.05983346764892985
0.8999999999999999,0.0033916412150887254,0.16677509122888887,0.4987177913994521,0.016654309304714766,4.393221955412879,0.6820408556823206,1.252458019328682,1.774014869433735,1.2523249495092512,1.2307738776611297,1.25272126639532,-0.011496267165644778,7.541717599457826,0.06106774853217909
0.8989999999999999,0.0031520136114526753,0.16233450181025794,0.49309819866546395,0.016563589369215766,4.415660132681542,0.6789239939328257,1.2748916526248621,1.7701352411560323,1.275054794878478,1.2324040950984128,1.2751290325387692,-0.011318247443351985,7.552186418695919,0.06244170676763905
0.8979999999999999,0.0029264768345366177,0.15797124919189628,0.48727161893681137,0.016509066203481495,4.431193149985068,0.6759143861221805,1.28934231277294,1.7662746402824014,1.289378011296293,1.234085074464463,1.2896564108769397,-0.01107728303655878,7.573994942825391,0.0639076653628975
0.8969999999999999,0.0027143955846827827,0.15348709268702054,0.4810071068874576,0.016405689560986446,4.461832746606369,0.6729429973330694,1.3195754381648286,1.7625577486619803,1.3197028916831357,1.2357854647798665,1.3196937204627137,-0.01086325600147372,7.603976165754279,0.06508503641001152
